"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses"
"86754/1000",86754,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","31401138607",412.569610595703,"10"
"86754/1001",86754,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138607",402.263244628906,"10"
"86754/1002",86754,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138607",333.733825683594,"10"
"86756/1000",86756,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138607",341.697387695312,"10"
"86756/1001",86756,"60-64 years",14,62,"male","employed","Yes",NA,"Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane","31401138607",311.600738525391,"10"
"86756/1002",86756,"25-29 years",7,27,"male","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2020,"Greater Brisbane","31401138607",964.048278808594,"10"
"86756/1003",86756,"20-24 years",6,22,"male","employed","No","Full time","Sales Workers","Retail Trade",2020,"Greater Brisbane","31401138607",806.452819824219,"10"
"86757/1000",86757,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138607",181.604446411133,"10"
"86757/1001",86757,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138607",146.185394287109,"10"
"86759/1000",86759,"50-54 years",12,52,"female","employed","Yes",NA,"Managers","Mining",2020,"Greater Brisbane","31401138607",193.905059814453,"10"
"86759/1001",86759,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31401138607",261.203918457031,"10"
"86761/1000",86761,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31401138607",460.510681152344,"10"
"86761/1001",86761,"40-44 years",10,42,"male","employed","Yes",NA,"Managers","Education and Training",2020,"Greater Brisbane","31401138607",387.342620849609,"10"
"86766/1000",86766,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31401138607",285.437072753906,"10"
"86766/1001",86766,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31401138607",589.546936035156,"10"
"86766/1002",86766,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138607",243.971801757812,"10"
"86767/1000",86767,"35-39 years",9,37,"female","employed","No",NA,"Community and Personal Service Workers","Other Services",2020,"Greater Brisbane","31401138607",320.457489013672,"10"
"86767/1001",86767,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","31401138607",387.342620849609,"10"
"86800/1000",86800,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",185.58512878418,"2"
"86800/1001",86800,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",191.803237915039,"2"
"86800/1002",86800,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",191.803237915039,"2"
"86801/1000",86801,"85-89 years",19,87,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",53.0276336669922,"2"
"86802/1000",86802,"35-39 years",9,37,"female","employed","Yes",NA,"Managers","Financial and Insurance Services",2020,"Greater Brisbane","31004130007",212.434097290039,"2"
"86802/1001",86802,"40-44 years",10,42,"male","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2020,"Greater Brisbane","31004130007",204.532974243164,"2"
"86802/1002",86802,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","31004130007",212.434097290039,"2"
"86802/1003",86802,"30-34 years",8,32,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31004130007",313.588012695312,"2"
"86803/1000",86803,"30-34 years",8,32,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2020,"Greater Brisbane","31004130007",313.588012695312,"2"
"86803/1001",86803,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane","31004130007",276.858306884766,"2"
"86804/1000",86804,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",171.093643188477,"2"
"86808/1000",86808,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",103.645225524902,"2"
"86808/1001",86808,"60-64 years",14,62,"female","employed","Yes",NA,"Sales Workers","Wholesale Trade",2020,"Greater Brisbane","31004130007",170.002777099609,"2"
"86809/1000",86809,"45-49 years",11,47,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31004130007",185.58512878418,"2"
"86809/1002",86809,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",203.25634765625,"2"
"86810/1000",86810,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",91.9685287475586,"2"
"86811/1000",86811,"35-39 years",9,37,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31004130007",124.57698059082,"2"
"86812/1000",86812,"60-64 years",14,62,"female","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31004130007",150.850219726562,"2"
"86813/1000",86813,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",91.9685287475586,"2"
"86815/1000",86815,"55-59 years",13,57,"male","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","31004130007",185.705001831055,"2"
"86815/1001",86815,"50-54 years",12,52,"female","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane","31004130007",170.989166259766,"2"
"86816/1000",86816,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",89.9724197387695,"2"
"86819/1000",86819,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",276.858306884766,"2"
"86819/1001",86819,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31004130007",204.532974243164,"2"
"86819/1002",86819,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",321.347106933594,"2"
"86820/1000",86820,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31004130007",130.098175048828,"2"
"86821/1000",86821,"30-34 years",8,32,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",198.818878173828,"2"
"86821/1001",86821,"30-34 years",8,32,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",166.980453491211,"2"
"86822/1000",86822,"15-19 years",5,17,"female","employed","No","Full time","Labourers","Retail Trade",2020,"Greater Brisbane","31004130007",203.25634765625,"2"
"86822/1001",86822,"50-54 years",12,52,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","31004130007",215.5634765625,"2"
"86822/1002",86822,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",191.803237915039,"2"
"86826/1000",86826,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",141.843811035156,"2"
"86826/1001",86826,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",101.395683288574,"2"
"86828/1000",86828,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",146.615966796875,"2"
"86828/1001",86828,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31004130007",94.0405426025391,"2"
"86832/1000",86832,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",85.9947814941406,"9"
"86832/1001",86832,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",194.481582641602,"9"
"86834/1000",86834,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",179.141998291016,"9"
"86834/1001",86834,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",150.226211547852,"9"
"86834/1002",86834,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",217.49284362793,"9"
"86834/1003",86834,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","31103131615",205.661956787109,"9"
"86835/1000",86835,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",199.9111328125,"9"
"86835/1001",86835,"65-69 years",15,67,"female","employed","Yes",NA,"Managers","Education and Training",2020,"Greater Brisbane","31103131615",189.425354003906,"9"
"86835/1002",86835,"25-29 years",7,27,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",311.684387207031,"9"
"86843/1000",86843,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",82.8858871459961,"9"
"86843/1001",86843,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",102.54719543457,"9"
"86844/1000",86844,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",259.748474121094,"9"
"86844/1001",86844,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane","31103131615",259.737060546875,"9"
"86848/1000",86848,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",124.50057220459,"9"
"86848/1001",86848,"55-59 years",13,57,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31103131615",136.198272705078,"9"
"86851/1000",86851,"40-44 years",10,42,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",309.189117431641,"9"
"86851/1001",86851,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31103131615",205.37922668457,"9"
"86852/1000",86852,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",199.9111328125,"9"
"86852/1001",86852,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",216.413101196289,"9"
"86852/1002",86852,"85-89 years",19,87,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",105.822090148926,"9"
"86853/1000",86853,"65-69 years",15,67,"female","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","31103131615",129.623992919922,"9"
"86853/1001",86853,"65-69 years",15,67,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","31103131615",136.799423217773,"9"
"86855/1000",86855,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",210.90705871582,"9"
"86855/1001",86855,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",243.137283325195,"9"
"86855/1002",86855,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31103131615",198.558609008789,"9"
"86856/1000",86856,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",121.247848510742,"9"
"86856/1001",86856,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131615",148.091735839844,"9"
"86857/1000",86857,"30-34 years",8,32,"female","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane","31103131615",190.952270507812,"9"
"86857/1001",86857,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Electricity, Gas, Water and Waste Services",2020,"Greater Brisbane","31103131615",148.682647705078,"9"
"86860/1000",86860,"55-59 years",13,57,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","30101100408",109.337989807129,"2"
"86861/1000",86861,"35-39 years",9,37,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100408",66.6014175415039,"2"
"86861/1001",86861,"30-34 years",8,32,"female","employed","Yes","Part time","Professional","Financial and Insurance Services",2020,"Greater Brisbane","30101100408",72.7955856323242,"2"
"86862/1000",86862,"50-54 years",12,52,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","30101100408",96.621337890625,"2"
"86863/1000",86863,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100408",91.5599975585938,"2"
"86863/1001",86863,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30101100408",86.0002593994141,"2"
"86864/1000",86864,"65-69 years",15,67,"female","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","30101100408",108.942321777344,"2"
