"persid","cluster_id","household_id","participant_id","age_band","sex","year","trip_id","trip_purpose","participant_wt","trips_wt","trip_mode_base","trip_duration_base","trip_distance_base","day_type","trip_id_2","age_group","dist_cat","trip_mode_scen","trip_distance_scen","trip_duration_scen","trip_duration_base_hrs","trip_duration_scen_hrs"
"90385/1003",NA,90385,4212,"15-19 years","female",21,14788,"Education",282.893920898438,282.893920898438,"walking",0.166666666666667,1.75,"weekday",2,"15 to 19","1-2km","walking",1.75,0.166666666666667,1.16666666666667,1.16666666666667
"90386/1000",NA,90386,4213,"80-84 years","male",21,14789,"Shopping",85.9947814941406,85.9947814941406,"car",0.0833333333333333,1.15,"weekday",1,"65 plus","1-2km","bicycle",1.15,0.104545454545455,0.583333333333333,0.731818181818182
"90386/1000",NA,90386,4213,"80-84 years","male",21,14790,"Shopping",85.9947814941406,85.9947814941406,"car",0.0833333333333333,1.15,"weekday",2,"65 plus","1-2km","bicycle",1.15,0.104545454545455,0.583333333333333,0.731818181818182
"90386/1000",NA,90386,4213,"80-84 years","male",21,14791,"Other",85.9947814941406,85.9947814941406,"car",1,31.7,"weekday",3,"65 plus",">10km","car",31.7,1,7,7
"90386/1000",NA,90386,4213,"80-84 years","male",21,14792,"Other",85.9947814941406,85.9947814941406,"car",1,32.31,"weekday",4,"65 plus",">10km","car",32.31,1,7,7
"90387/1000",NA,90387,4214,"20-24 years","female",21,14793,"Work",251.227233886719,251.227233886719,"car",0.416666666666667,24.61,"weekday",1,"20 to 39",">10km","car",24.61,0.416666666666667,2.91666666666667,2.91666666666667
"90387/1000",NA,90387,4214,"20-24 years","female",21,14794,"Work",251.227233886719,251.227233886719,"walking",0.0833333333333333,0.21,"weekday",2,"20 to 39","<1km","walking",0.21,0.0833333333333333,0.583333333333333,0.583333333333333
"90387/1000",NA,90387,4214,"20-24 years","female",21,14795,"Work",251.227233886719,251.227233886719,"public.transport",0.266666666666667,7.08,"weekday",2,"20 to 39","6-10km","public.transport",7.08,0.266666666666667,1.86666666666667,1.86666666666667
"90387/1000",NA,90387,4214,"20-24 years","female",21,14796,"Work",251.227233886719,251.227233886719,"public.transport",0.15,3.09,"weekday",2,"20 to 39","3-5km","public.transport",3.09,0.15,1.05,1.05
"90387/1000",NA,90387,4214,"20-24 years","female",21,14797,"Work",251.227233886719,251.227233886719,"public.transport",0.516666666666667,17.24,"weekday",2,"20 to 39",">10km","public.transport",17.24,0.516666666666667,3.61666666666667,3.61666666666667
"90387/1000",NA,90387,4214,"20-24 years","female",21,14798,"Work",251.227233886719,251.227233886719,"walking",0.1,0.56,"weekday",2,"20 to 39","<1km","walking",0.56,0.1,0.7,0.7
"90387/1001",NA,90387,4215,"45-49 years","female",21,14799,"Other",303.152160644531,303.152160644531,"car",0.416666666666667,24.61,"weekday",1,"40 to 64",">10km","car",24.61,0.416666666666667,2.91666666666667,2.91666666666667
"90387/1001",NA,90387,4215,"45-49 years","female",21,14800,"Work",303.152160644531,303.152160644531,"car",0.0833333333333333,2.64,"weekday",2,"40 to 64","3-5km","car",2.64,0.0833333333333333,0.583333333333333,0.583333333333333
"90387/1001",NA,90387,4215,"45-49 years","female",21,14801,"Work",303.152160644531,303.152160644531,"car",0.5,23.1,"weekday",3,"40 to 64",">10km","car",23.1,0.5,3.5,3.5
"90387/1002",NA,90387,4216,"15-19 years","female",21,14802,"Education",232.997085571289,232.997085571289,"walking",0.0833333333333333,0.56,"weekday",1,"15 to 19","<1km","walking",0.56,0.0833333333333333,0.583333333333333,0.583333333333333
"90387/1002",NA,90387,4216,"15-19 years","female",21,14803,"Education",232.997085571289,232.997085571289,"public.transport",0.416666666666667,19.53,"weekday",1,"15 to 19",">10km","public.transport",19.53,0.416666666666667,2.91666666666667,2.91666666666667
"90387/1002",NA,90387,4216,"15-19 years","female",21,14804,"Education",232.997085571289,232.997085571289,"walking",0.0166666666666667,0.16,"weekday",1,"15 to 19","<1km","walking",0.16,0.0166666666666667,0.116666666666667,0.116666666666667
"90387/1002",NA,90387,4216,"15-19 years","female",21,14805,"Education",232.997085571289,232.997085571289,"public.transport",0.416666666666667,5.3,"weekday",1,"15 to 19","6-10km","public.transport",5.3,0.416666666666667,2.91666666666667,2.91666666666667
"90387/1002",NA,90387,4216,"15-19 years","female",21,14806,"Education",232.997085571289,232.997085571289,"walking",0.0833333333333333,1.04,"weekday",1,"15 to 19","1-2km","walking",1.04,0.0833333333333333,0.583333333333333,0.583333333333333
"90387/1002",NA,90387,4216,"15-19 years","female",21,14807,"Education",232.997085571289,232.997085571289,"walking",0.0833333333333333,1.04,"weekday",2,"15 to 19","1-2km","walking",1.04,0.0833333333333333,0.583333333333333,0.583333333333333
"90387/1002",NA,90387,4216,"15-19 years","female",21,14808,"Education",232.997085571289,232.997085571289,"public.transport",0.45,5.3,"weekday",2,"15 to 19","6-10km","public.transport",5.3,0.45,3.15,3.15
"90387/1002",NA,90387,4216,"15-19 years","female",21,14809,"Education",232.997085571289,232.997085571289,"walking",0.0166666666666667,0.16,"weekday",2,"15 to 19","<1km","walking",0.16,0.0166666666666667,0.116666666666667,0.116666666666667
"90387/1002",NA,90387,4216,"15-19 years","female",21,14810,"Education",232.997085571289,232.997085571289,"public.transport",0.416666666666667,19.41,"weekday",2,"15 to 19",">10km","public.transport",19.41,0.416666666666667,2.91666666666667,2.91666666666667
"90387/1002",NA,90387,4216,"15-19 years","female",21,14811,"Education",232.997085571289,232.997085571289,"walking",0.0833333333333333,0.56,"weekday",2,"15 to 19","<1km","walking",0.56,0.0833333333333333,0.583333333333333,0.583333333333333
"90387/1003",NA,90387,4217,"20-24 years","female",21,14812,"Work",251.227233886719,251.227233886719,"walking",0.116666666666667,0.87,"weekday",1,"20 to 39","<1km","walking",0.87,0.116666666666667,0.816666666666667,0.816666666666667
"90387/1003",NA,90387,4217,"20-24 years","female",21,14813,"Work",251.227233886719,251.227233886719,"walking",0.116666666666667,0.87,"weekday",2,"20 to 39","<1km","walking",0.87,0.116666666666667,0.816666666666667,0.816666666666667
"90390/1000",NA,90390,4218,"60-64 years","female",21,14814,"Work",166.379119873047,166.379119873047,"car",0.583333333333333,29.13,"weekday",1,"40 to 64",">10km","car",29.13,0.583333333333333,4.08333333333333,4.08333333333333
"90390/1000",NA,90390,4218,"60-64 years","female",21,14815,"Work",166.379119873047,166.379119873047,"car",0.666666666666667,29.11,"weekday",2,"40 to 64",">10km","car",29.11,0.666666666666667,4.66666666666667,4.66666666666667
"90390/1001",NA,90390,4219,"30-34 years","female",21,14816,"Work",190.952270507812,190.952270507812,"car",0.833333333333333,46.14,"weekday",1,"20 to 39",">10km","car",46.14,0.833333333333333,5.83333333333333,5.83333333333333
"90390/1001",NA,90390,4219,"30-34 years","female",21,14817,"Work",190.952270507812,190.952270507812,"car",0.833333333333333,46.19,"weekday",2,"20 to 39",">10km","car",46.19,0.833333333333333,5.83333333333333,5.83333333333333
"90391/1000",NA,90391,4220,"25-29 years","male",21,14818,"Work",213.285980224609,213.285980224609,"car",1,24.03,"weekday",1,"20 to 39",">10km","car",24.03,1,7,7
"90391/1000",NA,90391,4220,"25-29 years","male",21,14819,"Work",213.285980224609,213.285980224609,"car",1,23.91,"weekday",2,"20 to 39",">10km","car",23.91,1,7,7
"90391/1001",NA,90391,4221,"25-29 years","female",21,14820,"Shopping",178.791854858398,178.791854858398,"car",0.333333333333333,6.42,"weekday",1,"20 to 39","6-10km","car",6.42,0.333333333333333,2.33333333333333,2.33333333333333
"90391/1001",NA,90391,4221,"25-29 years","female",21,14821,"Shopping",178.791854858398,178.791854858398,"car",0.333333333333333,4.41,"weekday",2,"20 to 39","3-5km","car",4.41,0.333333333333333,2.33333333333333,2.33333333333333
"90392/1000",NA,90392,4222,"35-39 years","female",21,14822,"Other",205.37922668457,205.37922668457,"car",0.0833333333333333,1.79,"weekday",1,"20 to 39","1-2km","bicycle",1.79,0.162727272727273,0.583333333333333,1.13909090909091
"90392/1000",NA,90392,4222,"35-39 years","female",21,14823,"Other",205.37922668457,205.37922668457,"car",0.05,0.72,"weekday",2,"20 to 39","<1km","walking",0.72,0.18,0.35,1.26
"90392/1000",NA,90392,4222,"35-39 years","female",21,14824,"Other",205.37922668457,205.37922668457,"car",0.05,1.55,"weekday",3,"20 to 39","1-2km","bicycle",1.55,0.140909090909091,0.35,0.986363636363636
"90392/1000",NA,90392,4222,"35-39 years","female",21,14825,"Work",205.37922668457,205.37922668457,"car",0.25,14.07,"weekday",4,"20 to 39",">10km","car",14.07,0.25,1.75,1.75
"90392/1000",NA,90392,4222,"35-39 years","female",21,14826,"Other",205.37922668457,205.37922668457,"car",0.333333333333333,14.49,"weekday",5,"20 to 39",">10km","car",14.49,0.333333333333333,2.33333333333333,2.33333333333333
"90392/1000",NA,90392,4222,"35-39 years","female",21,14827,"Other",205.37922668457,205.37922668457,"car",0.0333333333333333,1.55,"weekday",6,"20 to 39","1-2km","bicycle",1.55,0.140909090909091,0.233333333333333,0.986363636363636
"90393/1001",NA,90393,4223,"50-54 years","male",21,14828,"Shopping",117.728157043457,117.728157043457,"car",0.05,1.16,"weekday",1,"40 to 64","1-2km","bicycle",1.16,0.105454545454545,0.35,0.738181818181818
"90393/1001",NA,90393,4223,"50-54 years","male",21,14829,"Shopping",117.728157043457,117.728157043457,"car",0.0666666666666667,1.16,"weekday",2,"40 to 64","1-2km","bicycle",1.16,0.105454545454545,0.466666666666667,0.738181818181818
"90395/1000",NA,90395,4224,"75-79 years","male",21,14830,"Shopping",121.247848510742,121.247848510742,"car",0.0833333333333333,1.04,"weekday",1,"65 plus","1-2km","bicycle",1.04,0.0945454545454545,0.583333333333333,0.661818181818182
"90395/1000",NA,90395,4224,"75-79 years","male",21,14831,"Shopping",121.247848510742,121.247848510742,"car",0.0833333333333333,1.14,"weekday",2,"65 plus","1-2km","bicycle",1.14,0.103636363636364,0.583333333333333,0.725454545454545
"90395/1001",NA,90395,4225,"75-79 years","female",21,14832,"Shopping",102.54719543457,102.54719543457,"car",0.0833333333333333,1.04,"weekday",1,"65 plus","1-2km","bicycle",1.04,0.0945454545454545,0.583333333333333,0.661818181818182
"90395/1001",NA,90395,4225,"75-79 years","female",21,14833,"Shopping",102.54719543457,102.54719543457,"car",0.0833333333333333,1.14,"weekday",2,"65 plus","1-2km","bicycle",1.14,0.103636363636364,0.583333333333333,0.725454545454545
"90396/1001",NA,90396,4226,"30-34 years","female",21,14834,"Work",190.952270507812,190.952270507812,"car",0.25,6.69,"weekday",1,"20 to 39","6-10km","car",6.69,0.25,1.75,1.75
"90396/1001",NA,90396,4226,"30-34 years","female",21,14835,"Work",190.952270507812,190.952270507812,"car",0.25,4.71,"weekday",2,"20 to 39","3-5km","car",4.71,0.25,1.75,1.75
"90397/1000",NA,90397,4227,"30-34 years","female",21,14836,"Other",190.952270507812,190.952270507812,"car",0.05,1.11,"weekday",1,"20 to 39","1-2km","bicycle",1.11,0.100909090909091,0.35,0.706363636363636
"90397/1000",NA,90397,4227,"30-34 years","female",21,14837,"Other",190.952270507812,190.952270507812,"car",0.05,1.31,"weekday",2,"20 to 39","1-2km","bicycle",1.31,0.119090909090909,0.35,0.833636363636364
"90397/1000",NA,90397,4227,"30-34 years","female",21,14838,"Shopping",190.952270507812,190.952270507812,"car",0.0833333333333333,0.95,"weekday",3,"20 to 39","<1km","walking",0.95,0.2375,0.583333333333333,1.6625
